Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1675714077.0163789,49,1675714077,15944719,,42.33889666666667,-71.088475,53.9,327954.6435777441,4689517.0083842855,19,T
1675714078.0193462,50,1675714078,18877267,,42.33889666666667,-71.088475,54.0,327954.6435777441,4689517.0083842855,19,T
1675714079.0178068,51,1675714079,17344236,,42.33889666666667,-71.088475,54.2,327954.6435777441,4689517.0083842855,19,T
1675714080.016809,52,1675714080,16454696,,42.338895,-71.088475,54.3,327954.6390322118,4689516.823313611,19,T
1675714081.0362065,53,1675714081,35768508,,42.338895,-71.088475,54.5,327954.6390322118,4689516.823313611,19,T
1675714082.0200973,54,1675714082,19536018,,42.338895,-71.088475,54.6,327954.6390322118,4689516.823313611,19,T
1675714083.020034,55,1675714083,19550561,,42.338895,-71.08847333333333,54.7,327954.77633539157,4689516.8199413,19,T
1675714084.0144367,56,1675714084,14003038,,42.33889333333333,-71.08847333333333,54.8,327954.771789863,4689516.634870626,19,T
1675714085.0139637,57,1675714085,13513803,,42.33889333333333,-71.08847333333333,55.0,327954.771789863,4689516.634870626,19,T
1675714086.020332,58,1675714086,19767522,,42.33889333333333,-71.08847333333333,55.1,327954.771789863,4689516.634870626,19,T
1675714087.0184262,59,1675714087,17980337,,42.33889333333333,-71.08847333333333,55.2,327954.771789863,4689516.634870626,19,T
1675714088.0166721,60,1675714088,16254901,,42.33889166666666,-71.08847333333333,55.2,327954.7672443346,4689516.449799953,19,T
1675714089.0177324,61,1675714089,17301082,,42.33889166666666,-71.08847333333333,55.2,327954.7672443346,4689516.449799953,19,T
1675714090.01699,62,1675714090,16521692,,42.33889166666666,-71.08847333333333,55.2,327954.7672443346,4689516.449799953,19,T
1675714091.0163586,63,1675714091,15861511,,42.33889166666666,-71.08847333333333,55.1,327954.7672443346,4689516.449799953,19,T
1675714092.0144017,64,1675714092,13944625,,42.33889166666666,-71.088475,55.0,327954.6299411476,4689516.453172264,19,T
1675714093.014165,65,1675714093,13683795,,42.338890000000006,-71.088475,54.8,327954.62539561576,4689516.268101591,19,T
1675714094.0132802,66,1675714094,12742757,,42.33889166666666,-71.088475,54.8,327954.6299411476,4689516.453172264,19,T
1675714095.0125644,67,1675714095,12073993,,42.33889166666666,-71.088475,54.7,327954.6299411476,4689516.453172264,19,T
1675714096.0104988,68,1675714096,10096073,,42.33888833333334,-71.08848333333334,52.7,327953.9343341207,4689516.099892508,19,T
1675714097.0135636,69,1675714097,13098955,,42.33888833333334,-71.08848333333334,52.7,327953.9343341207,4689516.099892508,19,T
1675714098.0103135,70,1675714098,9872198,,42.33888833333334,-71.08848333333334,52.6,327953.9343341207,4689516.099892508,19,T
1675714099.0129642,71,1675714099,12649774,,42.33888833333334,-71.08848333333334,52.6,327953.9343341207,4689516.099892508,19,T
1675714100.0118027,72,1675714100,11304855,,42.33888833333334,-71.08848333333334,52.5,327953.9343341207,4689516.099892508,19,T
1675714101.0128362,73,1675714101,12373685,,42.33888833333334,-71.08848333333334,52.5,327953.9343341207,4689516.099892508,19,T
1675714102.0119984,74,1675714102,11540651,,42.33888833333334,-71.08848333333334,52.5,327953.9343341207,4689516.099892508,19,T
1675714103.0120316,75,1675714103,11713981,,42.33888833333334,-71.08848333333334,52.4,327953.9343341207,4689516.099892508,19,T
1675714104.0145948,76,1675714104,14212846,,42.33888833333334,-71.088485,52.4,327953.7970309263,4689516.103264835,19,T
1675714105.0148914,77,1675714105,14424562,,42.33888833333334,-71.088485,52.4,327953.7970309263,4689516.103264835,19,T
1675714106.0166383,78,1675714106,16208410,,42.33888833333334,-71.088485,52.4,327953.7970309263,4689516.103264835,19,T
1675714107.0178816,79,1675714107,17436742,,42.33888833333334,-71.088485,52.3,327953.7970309263,4689516.103264835,19,T
1675714108.0185177,80,1675714108,18116235,,42.33888833333334,-71.088485,52.3,327953.7970309263,4689516.103264835,19,T
1675714109.0164833,81,1675714109,16022682,,42.33888833333334,-71.088485,52.3,327953.7970309263,4689516.103264835,19,T
1675714110.0176332,82,1675714110,17188549,,42.33888833333334,-71.088485,52.3,327953.7970309263,4689516.103264835,19,T
1675714111.020443,83,1675714111,19989252,,42.33888833333334,-71.088485,52.2,327953.7970309263,4689516.103264835,19,T
1675714112.0213792,84,1675714112,20915746,,42.33888833333334,-71.088485,52.2,327953.7970309263,4689516.103264835,19,T
1675714113.0181057,85,1675714113,17608642,,42.33888833333334,-71.088485,52.2,327953.7970309263,4689516.103264835,19,T
1675714114.0195246,86,1675714114,19098281,,42.33888833333334,-71.08848666666667,52.2,327953.659727734,4689516.106637165,19,T
1675714115.017049,87,1675714115,16636610,,42.33888833333334,-71.08848666666667,52.1,327953.659727734,4689516.106637165,19,T
1675714116.0167904,88,1675714116,16271352,,42.33888833333334,-71.08848666666667,52.1,327953.659727734,4689516.106637165,19,T
1675714117.025014,89,1675714117,24575948,,42.33888833333334,-71.08848666666667,52.0,327953.659727734,4689516.106637165,19,T
1675714118.022394,90,1675714118,21946668,,42.33888833333334,-71.08848666666667,51.9,327953.659727734,4689516.106637165,19,T
1675714119.02206,91,1675714119,21615982,,42.33888833333334,-71.08848666666667,51.8,327953.659727734,4689516.106637165,19,T
1675714120.024099,92,1675714120,23735761,,42.33888833333334,-71.08848666666667,51.7,327953.659727734,4689516.106637165,19,T
1675714121.0232491,93,1675714121,22899627,,42.33888833333334,-71.08848833333333,51.6,327953.52242454165,4689516.110009497,19,T
1675714122.0253515,94,1675714122,24960279,,42.33888833333334,-71.08848833333333,51.4,327953.52242454165,4689516.110009497,19,T
1675714123.0245278,95,1675714123,24116039,,42.33888833333334,-71.08848833333333,51.3,327953.52242454165,4689516.110009497,19,T
1675714124.0213978,96,1675714124,20942926,,42.33888833333334,-71.08848833333333,51.2,327953.52242454165,4689516.110009497,19,T
1675714125.0243564,97,1675714125,23939609,,42.33888833333334,-71.08848833333333,51.0,327953.52242454165,4689516.110009497,19,T
1675714126.0272138,98,1675714126,26804208,,42.33888833333334,-71.08848833333333,50.9,327953.52242454165,4689516.110009497,19,T
1675714127.0295177,99,1675714127,29123306,,42.33888666666667,-71.08849333333333,48.1,327953.10596938885,4689515.935055835,19,T
1675714128.0284314,100,1675714128,28031587,,42.33888666666667,-71.08849333333333,48.0,327953.10596938885,4689515.935055835,19,T
1675714129.02967,101,1675714129,29313325,,42.338885,-71.08849666666667,46.0,327952.8268174161,4689515.756729851,19,T
1675714130.0280945,102,1675714130,27745485,,42.338885,-71.08849666666667,45.9,327952.8268174161,4689515.756729851,19,T
1675714131.0261295,103,1675714131,25696277,,42.338885,-71.08849666666667,45.8,327952.8268174161,4689515.756729851,19,T
1675714132.028197,104,1675714132,27625322,,42.338885,-71.08849666666667,45.7,327952.8268174161,4689515.756729851,19,T
1675714133.032024,105,1675714133,31609058,,42.338885,-71.08849666666667,45.7,327952.8268174161,4689515.756729851,19,T
1675714134.0306325,106,1675714134,30217885,,42.338885,-71.08849666666667,45.6,327952.8268174161,4689515.756729851,19,T
1675714135.032114,107,1675714135,31724214,,42.338885,-71.08849666666667,45.5,327952.8268174161,4689515.756729851,19,T
1675714136.0318797,108,1675714136,31484603,,42.338885,-71.08849666666667,45.4,327952.8268174161,4689515.756729851,19,T
1675714137.0342572,109,1675714137,33874034,,42.33888333333333,-71.08849666666667,45.3,327952.8222718376,4689515.571659175,19,T
1675714138.0292957,110,1675714138,28893470,,42.33888333333333,-71.08849833333333,45.3,327952.68496863433,4689515.575031524,19,T
1675714139.0330622,111,1675714139,32668828,,42.33888333333333,-71.08849833333333,45.2,327952.68496863433,4689515.575031524,19,T
1675714140.0335033,112,1675714140,33095598,,42.33888333333333,-71.08849833333333,45.1,327952.68496863433,4689515.575031524,19,T
1675714141.0363243,113,1675714141,35806655,,42.33888333333333,-71.08849833333333,45.0,327952.68496863433,4689515.575031524,19,T
1675714142.0304277,114,1675714142,30018806,,42.33887500000001,-71.08849666666667,43.3,327952.79954394745,4689514.64630581,19,T
1675714143.0328178,115,1675714143,32373905,,42.33887500000001,-71.08849666666667,43.3,327952.79954394745,4689514.64630581,19,T
1675714144.035571,116,1675714144,35121202,,42.33887500000001,-71.08849666666667,43.3,327952.79954394745,4689514.64630581,19,T
1675714145.0357728,117,1675714145,35312175,,42.33887500000001,-71.08849666666667,43.2,327952.79954394745,4689514.64630581,19,T
1675714146.0340412,118,1675714146,33640384,,42.33887500000001,-71.08849666666667,43.2,327952.79954394745,4689514.64630581,19,T
1675714147.0378532,119,1675714147,37402629,,42.33887500000001,-71.08849833333333,42.4,327952.66224072594,4689514.649678158,19,T
1675714148.0380747,120,1675714148,37670373,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714149.0401583,121,1675714149,39756298,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714150.0399344,122,1675714150,39521217,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714151.039021,123,1675714151,38623571,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714152.0409591,124,1675714152,40651321,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714153.0423083,125,1675714153,41889190,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714154.0407465,126,1675714154,40293931,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714155.0410178,127,1675714155,40438413,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714156.0432858,128,1675714156,42832612,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714157.0394657,129,1675714157,39043188,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714158.0409896,130,1675714158,40531396,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714159.0440996,131,1675714159,43734312,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714160.0408182,132,1675714160,40359973,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714161.0420504,133,1675714161,41700601,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714162.0421522,134,1675714162,41705369,,42.33887500000001,-71.08849833333333,42.3,327952.66224072594,4689514.649678158,19,T
1675714163.0475414,135,1675714163,47060012,,42.33887500000001,-71.08849833333333,42.4,327952.66224072594,4689514.649678158,19,T
1675714164.0453463,136,1675714164,44842481,,42.33887333333334,-71.08849833333333,42.3,327952.65769514476,4689514.464607483,19,T
1675714165.0448554,137,1675714165,44380426,,42.33887333333334,-71.08849833333333,42.3,327952.65769514476,4689514.464607483,19,T
1675714166.0438325,138,1675714166,43387413,,42.33887333333334,-71.08849833333333,42.2,327952.65769514476,4689514.464607483,19,T
1675714167.0473332,139,1675714167,46893358,,42.33887333333334,-71.08849833333333,42.1,327952.65769514476,4689514.464607483,19,T
1675714168.0498257,140,1675714168,49352884,,42.33887333333334,-71.08849833333333,42.1,327952.65769514476,4689514.464607483,19,T
1675714169.0485516,141,1675714169,48157930,,42.33887333333334,-71.08849833333333,42.0,327952.65769514476,4689514.464607483,19,T
1675714170.0498362,142,1675714170,49469947,,42.33887333333334,-71.08849833333333,42.0,327952.65769514476,4689514.464607483,19,T
1675714171.0497653,143,1675714171,49347639,,42.33887333333334,-71.08849833333333,41.9,327952.65769514476,4689514.464607483,19,T
1675714172.0508347,144,1675714172,50427675,,42.33887333333334,-71.08849833333333,41.8,327952.65769514476,4689514.464607483,19,T
1675714173.0524304,145,1675714173,51909208,,42.33887333333334,-71.08849833333333,41.8,327952.65769514476,4689514.464607483,19,T
1675714174.0471182,146,1675714174,46685934,,42.33887333333334,-71.08849833333333,41.7,327952.65769514476,4689514.464607483,19,T
1675714175.0502403,147,1675714175,49767732,,42.33887166666667,-71.08849833333333,41.7,327952.65314956364,4689514.27953681,19,T
1675714176.0499685,148,1675714176,49646854,,42.33887166666667,-71.08849833333333,41.6,327952.65314956364,4689514.27953681,19,T
1675714177.0520616,149,1675714177,51696300,,42.33887166666667,-71.08849833333333,41.6,327952.65314956364,4689514.27953681,19,T
1675714178.0504222,150,1675714178,49943208,,42.33887166666667,-71.08849833333333,41.5,327952.65314956364,4689514.27953681,19,T
1675714179.0508661,151,1675714179,50371170,,42.33887166666667,-71.08849833333333,41.5,327952.65314956364,4689514.27953681,19,T
1675714180.0510678,152,1675714180,50691604,,42.33887166666667,-71.08849833333333,41.5,327952.65314956364,4689514.27953681,19,T
1675714181.0528862,153,1675714181,52531242,,42.33887166666667,-71.08850000000001,41.4,327952.51584633277,4689514.2829091605,19,T
1675714182.0545187,154,1675714182,54054498,,42.33887166666667,-71.08850000000001,41.4,327952.51584633277,4689514.2829091605,19,T
1675714183.0551174,155,1675714183,54702520,,42.33887166666667,-71.08850000000001,41.4,327952.51584633277,4689514.2829091605,19,T
1675714184.053114,156,1675714184,52731037,,42.33887166666667,-71.08850000000001,41.3,327952.51584633277,4689514.2829091605,19,T
1675714185.0541909,157,1675714185,53759813,,42.33887166666667,-71.08850000000001,41.3,327952.51584633277,4689514.2829091605,19,T
1675714186.0563006,158,1675714186,55833816,,42.33887,-71.08850000000001,41.3,327952.5113007482,4689514.097838487,19,T
1675714187.0589917,159,1675714187,58596372,,42.33887,-71.08850000000001,41.3,327952.5113007482,4689514.097838487,19,T
1675714188.0578923,160,1675714188,57423830,,42.33887,-71.08850000000001,41.3,327952.5113007482,4689514.097838487,19,T
1675714189.0592625,161,1675714189,58812379,,42.33887,-71.08850000000001,41.2,327952.5113007482,4689514.097838487,19,T
1675714190.06038,162,1675714190,59893608,,42.33887,-71.08850000000001,41.2,327952.5113007482,4689514.097838487,19,T
1675714191.0611072,163,1675714191,60672044,,42.33887,-71.08850000000001,41.2,327952.5113007482,4689514.097838487,19,T
1675714192.0599232,164,1675714192,59533596,,42.33887,-71.08850000000001,41.2,327952.5113007482,4689514.097838487,19,T
1675714193.057875,165,1675714193,57434558,,42.33887,-71.08850000000001,41.2,327952.5113007482,4689514.097838487,19,T
1675714194.0584042,166,1675714194,57961225,,42.33887,-71.08850000000001,41.1,327952.5113007482,4689514.097838487,19,T
1675714195.061789,167,1675714195,61398744,,42.33887,-71.08850000000001,41.1,327952.5113007482,4689514.097838487,19,T
1675714196.0592864,168,1675714196,58826684,,42.33887,-71.08850000000001,41.1,327952.5113007482,4689514.097838487,19,T
1675714197.0608265,169,1675714197,60287952,,42.33887,-71.08850000000001,41.1,327952.5113007482,4689514.097838487,19,T
1675714198.059516,170,1675714198,59104919,,42.33887,-71.08850000000001,41.1,327952.5113007482,4689514.097838487,19,T
1675714199.0606933,171,1675714199,60227632,,42.33887,-71.08850000000001,41.0,327952.5113007482,4689514.097838487,19,T
1675714200.0605843,172,1675714200,59988975,,42.33886833333333,-71.08850166666666,41.0,327952.3694519278,4689513.916140166,19,T
1675714201.0624301,173,1675714201,61932563,,42.33886833333333,-71.08850166666666,41.0,327952.3694519278,4689513.916140166,19,T
1675714202.061978,174,1675714202,61527729,,42.33886833333333,-71.08850166666666,41.0,327952.3694519278,4689513.916140166,19,T
1675714203.0635457,175,1675714203,63107490,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714204.0645003,176,1675714204,63641309,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714205.06403,177,1675714205,63627243,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714206.065024,178,1675714206,64565896,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714207.0665321,179,1675714207,66106796,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
1675714208.064462,180,1675714208,64003229,,42.33886833333333,-71.08850166666666,40.9,327952.3694519278,4689513.916140166,19,T
